Item Id,Category,SKU,Title,Inventory Count,Sheet Date,L CHECK,Price,30,60,90,180,360,Bonsai Date,Message,Family
7486,PCM,05150500 05187961 FLASH X,2010 RAM 1500 2500 5.7L ECU ECM PCM ENGINE CONTROL COMPUTER 05187961AH TESTED,1,08.05.21,03.30.26,549.99,0,0,0,1,1,10.07.25,MOPAR1,05150500
7487,PCM,05150500 05187962 FLASH,2010 RAM 1500 2500 5.7L ECU ECM PCM ENGINE CONTROL COMPUTER 05187962AH TESTED,1,08.05.21,03.30.26,669.99,0,0,0,0,0,10.07.25,MOPAR1,05150500
6712,PCM X,05150500 05187965 FLASH,10 RAM 1500 2500 5.7L 4X4 ECU ECM PCM ENGINE CONTROL COMPUTER 05187965AH TESTED,1,07.30.21,03.30.26,669.99,0,0,0,0,0,10.07.25,MOPAR1,05150500AA
5359,PCM,05150500 68060516 FLASH,10 JEEP GRAND CHEROKEE 5.7L PCM ECM ECU ENGINE COMPUTER OEM 68060516AF TESTED,1,08.31.20,03.30.26,399.99,0,1,1,1,1,10.07.25,MOPAR1,05150500AA
7463,PCM,05150500 68060523 FLASH,10 JEEP COMMANDER 5.7L PCM ECM ECU ENGINE CONTROL COMPUTER 68060523AF TESTED,1,12.21.21,03.30.26,399.99,0,0,0,1,1,10.07.25,MOPAR1,05150500
7929,PCM,05150507AA 68043467 FLASH,10 JEEP WRANGLER 3.8L MT ENGINE CONTROL COMPUTER ECU PCM ECM 68043467AJ PROBADA,2,08.31C.21,03.20.26,944.99,0,0,0,0,0,,MOPAR1,05150507AA
5366,PCM,05150507AA 68043471 FLASH,10 JEEP WRANGLER 3.8L M/T ECU PCM ECM ENGINE CONTROL COMPUTER 68043471AJ PROBADA,2,08.31.20,03.20.26,894.99,0,0,0,1,6,,MOPAR1,05150507AA
7930,PCM,05150507AA 68043477 FLASH,10 JEEP WRANGLER 3.8L MT ENGINE CONTROL COMPUTER ECU PCM ECM 68043477AJ TESTED,2,08.31C.21,03.20.26,894.99,0,0,0,0,0,,MOPAR1,05150507AA
6841,PCM,05150507AA 68043481 FLASH,10 JEEP WRANGLER 3.8L MT ENGINE CONTROL COMPUTER ECU PCM ECM 68043481AJ PROBADA,2,08.31C.21,03.20.26,874.99,0,0,0,1,2,,MOPAR1,
4646,PCM,05150518AA 05187404 FLASH,09 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 05187404AF REBUILT,1,08.20.20,03.13.26,274.99,0,0,0,0,0,,MOPAR1,05150518AA
6677,PCM,05150518AA 05187405 FLASH,09 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 05187405AF REBUILT,1,07.23.21,03.13.26,274.99,0,0,1,1,1,,MOPAR1,05150518AA
4647,PCM,05150518AA 05187409 FLASH,09 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 05187409AG REBUILT,1,03.03.20,03.13.26,274.99,0,0,0,1,1,,MOPAR1,05150518AA
5423,PCM,05150518AA 05187410 FLASH,09 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 05187410AG REBUILT,1,09.16.20,03.13.26,274.99,0,0,0,0,1,,MOPAR1,05150518AA
7752,PCM,05150518AA 05187411 FLASH,09 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 05187411AG REBUILT,1,07.23.21,03.13.26,274.99,0,0,0,0,2,,MOPAR1,05150518AA
6650,PCM,05150518AA 05187412 FLASH,09 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 05187412AF PROBADA,1,07.20.21,03.13.26,274.99,0,0,0,0,0,,MOPAR1,05150518AA
7760,PCM,05150518AA 05187446 FLASH FAKE,2009 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 05187446AF REBUILT,1,03.03.20,03.13.26,274.99,0,0,0,0,0,,MOPAR1,05150518AA
7800,PCM,05150518AA 68041274 FLASH X,10 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68041274AD REBUILT,1,06.07.21,03.13.26,274.99,0,0,0,0,0,,MOPAR1,05150518AA
7799,PCM,05150518AA 68041277 FLASH,10 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68041277 REBUILT,1,06.07.21,03.13.26,274.99,0,1,1,2,3,,MOPAR1,05150518AA
7802,PCM,05150518AA 68041281 FLASH,10 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68041281AD REBUILT,1,06.07.21,03.13.26,274.99,0,0,0,0,2,,MOPAR1,05150518AA
6437,PCM,05150518AA 68041283 FLASH,10 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68041283AD REBUILT,1,06.07.21,03.13.26,274.99,0,0,1,5,5,,MOPAR1,05150518AA
7798,PCM,05150518AA 68041284 FLASH,10 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68041284AD REBUILT,1,06.07.21,03.13.26,274.99,0,0,0,0,2,,MOPAR1,05150518AA
7753,PCM,05150518AA 68043011 FLASH,10 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 68043011AD REBUILT,1,10.12.20,03.13.26,274.99,0,1,1,2,2,,MOPAR1,05150518AA
5524,PCM,05150518AA 68043012 FLASH,10 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 68043012AD REBUILT,1,10.12.20,03.13.26,274.99,1,1,1,2,4,,MOPAR1,05150518AA
4640,PCM,05150518AA 68044009AD FLASH,10 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 68044009 REBUILT OE,1,03.03.20,03.13.26,274.99,0,0,0,0,2,,MOPAR1,05150518AA
7755,PCM,05150518AA 68044015 FLASH,10 2.4L AVENGER SEBRING ECU ECM PCM ENGINE CONTROL COMPUTER 68044015AD REBUILT,1,10.12.20,03.13.26,274.99,0,0,0,0,1,,MOPAR1,05150518AA
8612,PCM,05150518AA 68053449 FLASH,2009 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68053449AD REBUILT,1,03.03.20,03.13.26,274.99,0,0,1,3,3,,MOPAR1,05150518AA
7796,PCM,05150518AA 68060144 FLASH,2009 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68060144AD REBUILT,1,03.03.20,03.13.26,274.99,0,0,0,0,0,,MOPAR1,05150518AA
8347,PCM,05150559AC 68057149 FLASH,11 JEEP WRANGLER 3.8L M/T ENGINE COMPUTER MODULE ECU ECM PCM REBUILT 68057149 OE,1,11.12.21,03.30.26,799.99,0,0,0,0,1,,MOPAR1,05150559AC
5383,PCM,05150559AC 68057152 FLASH,11 JEEP WRANGLER 3.8L M/T ENGINE COMPUTER MODULE ECU ECM PCM REBUILT 68057152 OE,1,09.03.20,03.30.26,774.99,0,0,0,0,0,,MOPAR1,05150559AC
8348,PCM,05150559AC 68057155 FLASH,11 JEEP WRANGLER 3.8L M/T ENGINE COMPUTER MODULE ECU ECM PCM REBUILT 68057155 OE,1,11.12.21,03.30.26,799.99,0,0,0,1,1,,MOPAR1,05150559AC
7123,PCM,05150559AC 68057158 FLASH,11 JEEP WRANGLER 3.8L M/T ENGINE COMPUTER MODULE ECU ECM PCM REBUILT 68057158 OE,1,11.12.21,03.30.26,774.99,0,0,0,3,4,,MOPAR1,05150559AC
9751,PCM,05150559AC 68057159 FLASH,11 JEEP WRANGLER 3.8L M/T ENGINE COMPUTER MODULE ECU ECM PCM REBUILT 68057159 OE,1,11.12.21,03.30.26,799.99,0,0,0,0,0,,MOPAR1,05150559AC
516,PCM,05150562AA 3/3 - 68065361 FLASH,11 CARAVAN TOWN & COUNTRY 3.6L ECU ECM PCM ENGINE COMPUTER 68065361AL TESTED,8,08.28.20,03.06.26,259.99,0,1,4,10,25,,MOPAR1,05150562AA
5720,PCM,05150562AA 3/3 - 68065365 FLASH,11 CARAVAN TOWN & COUNTRY 3.6L ECU ECM PCM ENGINE COMPUTER 68065365AI TESTED,8,11.23.20,03.06.26,269.99,0,0,1,5,10,,MOPAR1,05150562AA
5719,PCM,05150562AA 3/3 68065364 FLASH,11 CARAVAN TOWN & COUNTRY 3.6L ECU ECM PCM ENGINE COMPUTER 68065364AI TESTED,8,11.23.20,03.06.26,344.99,0,0,0,0,0,,MOPAR1,05150562AA
10510,PCM XXX,05150580AC 68057138 FLASH,11 RAM 1500 2500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68057138AJ TESTED,1,08.09.24,03.06.26,744.99,0,0,0,0,0,,MOPAR1,05150580AC
10509,PCM XX,05150580AC 68058113 FLASH,11 RAM 1500 2500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68058113AH TESTED,1,08.09.24,03.06.26,549.99,0,0,0,0,0,,MOPAR1,05150580AC
10508,PCM,05150580AC 68058135 FLASH,11 RAM 1500 2500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68058135AH TESTED,1,08.09.24,03.06.26,474.99,0,1,1,4,8,,MOPAR1,05150580AC
7657,PCM,05150588AA 68052505 FLASH,11 JEEP GRAND CHEROKEE 3.6L 4X4 ECU ECM PCM ENGINE COMPUTER 68052505AM TESTED,3,01.11.22,03.20.26,424.99,1,1,1,2,2,,MOPAR1,05150588AA
5595,PCM,05150588AA 68052506 FLASH,11 JEEP GRAND CHEROKEE 3.6L AWD ECU ECM PCM ENGINE COMPUTER 68052506AN TESTED,3,10.29.20,03.20.26,389.99,0,0,0,0,0,,MOPAR1,05150588AA
6070,PCM,05150588AA 68052511 FLASH,11 JEEP GRAND CHEROKEE 3.6L 4X2 ECU ECM PCM ENGINE COMPUTER 68052511AM TESTED,3,03.03.21,03.20.26,389.99,0,0,1,1,1,,MOPAR1,05150588AA
7460,PCM,05150588AA 68052512 FLASH,11 JEEP GRAND CHEROKEE 3.6L AWD ECU ECM PCM ENGINE COMPUTER 68052512AN TESTED,3,12.21.21,03.20.26,389.99,0,0,0,1,1,,MOPAR1,05150588
7655,PCM,05150588AA 68052513 FLASH,11 JEEP GRAND CHEROKEE 3.6L 4X2 ECU ECM PCM ENGINE COMPUTER 68052513AM TESTED,3,01.11.22,03.20.26,474.99,0,0,0,0,0,,MOPAR1,05150588AA
5665,PCM,05150588AA 68052514 FLASH,11 JEEP GRAND CHEROKEE 3.6L 4WD ECU ECM PCM ENGINE COMPUTER 68052514AN TESTED,3,11.11.20,03.20.26,389.99,0,0,0,0,1,,MOPAR1,05150588AA
9708,PCM,05150588AA 68088965 FLASH,2011 11 JEEP GRAND CHEROKEE 3.6L 4X4 ECU ECM PCM ENGINE COMPUTER 68088965 TESTED,3,01.11.22,03.20.26,574.99,1,1,1,1,2,,MOPAR1,05150588AA
5557,PCM,05150588AA 68105830 FLASH,11 DODGE DURANGO 3.6L PCM ECM ECU ENGINE CONTROL COMPUTER 68105830AG TESTED 2011,3,10.22.20,03.20.26,389.99,0,0,0,0,1,,MOPAR1,05150588AA
5605,PCM,05150588AA 68105831 FLASH,11 DODGE DURANGO 3.6L PCM ECM ECU ENGINE CONTROL COMPUTER 68105831AG TESTED 2011,3,10.29.20,03.20.26,394.99,0,0,0,1,2,,MOPAR1,05150588AA
7656,PCM,05150588AA 68106007 FLASH,11 JEEP GRAND CHEROKEE 3.6L 4X2 ECU ECM PCM ENGINE COMPUTER 68106007AF TESTED,3,01.11.22,03.20.26,389.99,0,1,1,2,4,,MOPAR1,05150588AA
5620,PCM,05150588AA 68106016 FLASH,11 JEEP GRAND CHEROKEE 3.6L 4WD ECU ECM PCM ENGINE COMPUTER 68106016AG TESTED,3,10.30.20,03.20.26,389.99,0,0,1,7,14,,MOPAR1,05150588AA
7658,PCM,05150588AA 68106017 FLASH,11 JEEP GRAND CHEROKEE 3.6L AWD ECU ECM PCM ENGINE COMPUTER 68106017AF TESTED,3,01.11.22,03.20.26,389.99,0,0,0,1,1,,MOPAR1,05150588AA
9444,PCM,05150606AB 68050176 FLASH,11 2011 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68050176AJ TESTED,4,04.17.23,03.13.26,334.99,0,0,0,0,0,,MOPAR1,05150606 05150606AB
9445,PCM,05150606AB 68050177 FLASH,11 2011 2.4L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68050177 TESTED,4,04.17.23,03.13.26,224.99,0,0,0,0,1,,MOPAR1,05150606 05150606AB
7709,PCM,05150610AC 05035667 FLASH,12 CHARGER 300 6.4 ECU ECM PCM ENGINE CONTROL COMPUTER 05035667AB TESTED,3,01.10.22,03.13.26,244.99,0,0,0,0,0,,MOPAR1,05150610AC
7697,PCM,05150610AC 05156120 FLASH,12 CHARGER 300 AWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 05156120AG TESTED,3,01.10.22,03.13.26,244.99,0,0,0,0,0,,MOPAR1,05150610AC
7699,PCM,05150610AC 05156122 FLASH,12 CHARGER 300 RWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 05156122AG TESTED,3,01.10.22,03.13.26,199.99,0,0,0,0,0,,MOPAR1,05150610AC
7700,PCM,05150610AC 05156124 FLASH,12 CHARGER 300 RWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 05156124AG TESTED,3,01.10.22,03.13.26,199.99,0,0,0,0,0,,MOPAR1,05150610AC
7701,PCM,05150610AC 05156125 FLASH,12 CHARGER 300 RWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 05156125AG TESTED,3,01.10.22,03.13.26,224.99,0,0,0,0,0,,MOPAR1,05150610AC
7671,PCM,05150610AC 05156126 FLASH,12 CHARGER 300 RWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 05156126AI TESTED,3,01.10.22,03.13.26,199.99,1,1,1,1,2,,MOPAR1,05150610AC
7702,PCM,05150610AC 05156127 FLASH,12 CHARGER 300 RWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 05156127AH TESTED,3,01.10.22,03.13.26,224.99,0,0,0,0,0,,MOPAR1,05150610AC
7710,PCM,05150610AC 68041668 FLASH,12 CHARGER 300 6.4 ECU ECM PCM ENGINE CONTROL COMPUTER 68041668AE TESTED,3,01.10.22,03.13.26,239.99,0,0,1,1,4,,MOPAR1,05150610AC
7703,PCM,05150610AC 68139876 FLASH,12 CHARGER 300 RWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 68139876AH TESTED,3,01.10.22,03.13.26,244.99,0,0,0,0,0,,MOPAR1,05150610AC
9652,PCM,05150610AC 68188007 FLASH,12 CHARGER 300 AWD 5.7 ECU ECM PCM ENGINE CONTROL COMPUTER 68188007AC TESTED,3,01.10.22,03.13.26,234.99,0,0,0,0,0,,MOPAR1,05150610AC
8953,PCM,05150618AB 68080354 FLASH,11 2011 3.6L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68080354AK TESTED,2,12.21B.22,03.13.26,139.99,0,1,1,1,1,,MOPAR1,05150618AB
8954,PCM,05150618AB 68080355 FLASH,11 2011 3.6L DODGE JOURNEY ECU ECM PCM ENGINE CONTROL COMPUTER 68080355AK TESTED,2,12.21B.22,03.13.26,139.99,0,0,0,0,0,,MOPAR1,05150618AB
9195,PCM,05150627 68057006 FLASH,2011 11 DODGE AVENGER 200 2.4L ECU ECM PCM ENGINE OEM COMPUTER 68057006AI TESTED,5,01.24.23,03.20.26,139.99,0,0,0,0,1,,MOPAR1,05150627
9196,PCM,05150627 68057008 FLASH,2011 11 DODGE AVENGER 200 2.4L ECU ECM PCM ENGINE OEM COMPUTER 68057008AI TESTED,5,01.24.23,03.20.26,139.99,0,0,0,0,1,,MOPAR1,05150627
9197,PCM,05150627 68057015 FLASH,2011 11 DODGE AVENGER 200 2.4L ECU ECM PCM ENGINE OEM COMPUTER 68057015AI TESTED,5,01.24.23,03.20.26,139.99,0,0,1,2,2,,MOPAR1,05150627
7227,PCM,05150631AA 05094522 FLASH,12 JEEP LIBERTY 3.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 05094522AF TESTED,1,10.26.20,03.10.25,474.99,0,0,0,0,0,,MOPAR1,05150631AA
7228,PCM,05150631AA 68065901 FLASH,12 JEEP LIBERTY 3.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 68065901AG TESTED,1,10.26.20,03.10.25,299.99,0,0,0,0,0,,MOPAR1,05150631AA
5561,PCM,05150631AA 68103707 FLASH,12 JEEP LIBERTY 3.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 68103707AF TESTED,1,10.26.20,03.10.25,249.99,0,0,0,0,0,,MOPAR1,05150631AA
5542,PCM,05150631AA 68103708 FLASH,12 JEEP LIBERTY 3.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 68103708AF TESTED,1,10.20.20,03.10.25,274.99,0,0,0,0,0,,MOPAR1,05150631AA
7230,PCM,05150631AA 68103710 FLASH,12 JEEP LIBERTY 3.7L A/T ECU ECM PCM ENGINE CONTROL COMPUTER 68103710AF TESTED,1,10.26.20,03.10.25,249.99,0,0,0,0,0,,MOPAR1,05150631AA
7894,PCM,05150633 05094408 FLASH,2012 RAM 1500 4.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 05094408AE PROBADA,3,01.24.22,03.06.26,158.99,0,1,1,1,2,,MOPAR1,05150633AB
7079,PCM,05150633 05094409 FLASH,12 RAM 1500 4.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 05094409AF PROBADA OEM,3,11.02.21,03.06.26,149.99,0,1,2,2,4,,MOPAR1,05150633AB
7462,PCM,05150633 68065905 FLASH,12 RAM 1500 4.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68065905AG PROBADA OEM,3,12.21.21,03.06.26,149.99,0,0,0,0,1,,MOPAR1,05150633AB
6931,PCM,05150633 68065906 FLASH,12 RAM 1500 4.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68065906AG PROBADA OEM,3,09.30.21,03.06.26,149.99,0,0,0,0,0,,MOPAR1,05150633AB
7140,PCM,05150637AA 68064919 FLASH,12 RAM 1500 4X4 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064919AF PROBADA,1,05.26.21,03.20.26,444.99,0,0,0,0,2,,MOPAR1,05150637AA
6515,PCM,05150637AA 68064920 FLASH,12 RAM 2500 5.7L A/T 4X4 ENGINE CONTROL COMPUTER ECU ECM PCM 68064920AF PROBADA,1,04.28.21,03.20.26,424.99,0,0,0,1,1,,MOPAR1,05150637AB
5394,PCM,05150637AA 68064921 FLASH,12 RAM 1500 4X4 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064921AH PROBADA,1,09.04.20,03.20.26,449.99,0,0,0,0,1,,MOPAR1,05150637AA
5618,PCM,05150637AA 68064923 FLASH,12 RAM 1500 4X4 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064923AH PROBADA,1,10.30.20,03.20.26,399.99,0,0,0,2,4,,MOPAR1,05150637AA
7141,PCM,05150637AA 68064924 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064924AF PROBADA,1,05.26.21,03.20.26,499.99,0,0,0,0,1,,MOPAR1,05150637AA
7142,PCM,05150637AA 68064925 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064925AF PROBADA,1,05.26.21,03.20.26,424.99,0,0,0,4,5,,MOPAR1,05150637AA
7143,PCM,05150637AA 68064926 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064926AH PROBADA,1,05.26.21,03.20.26,444.99,0,0,0,0,1,,MOPAR1,05150637AA
7136,PCM,05150637AA 68064927 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064927AH PROBADA,1,10.30.20,03.20.26,424.99,0,1,1,3,3,,MOPAR1,05150637AA
7144,PCM,05150637AA 68064928 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064928AF PROBADA,1,05.26.21,03.20.26,494.99,0,0,0,0,0,,MOPAR1,05150637AA
6651,PCM,05150637AA 68064929 FLASH,12 RAM 2500 5.7L A/T ENGINE CONTROL COMPUTER ECU ECM PCM 68064929AF PROBADA,1,07.20.21,03.20.26,494.99,0,0,0,0,0,,MOPAR1,05150637AB
6989,PCM,05150637AA 68064931 FLASH,12 RAM 2500 5.7L A/T ENGINE CONTROL COMPUTER ECU ECM PCM 68064931AH PROBADA,1,10.13.21,03.20.26,494.99,0,0,0,0,0,,MOPAR1,05150637AB
7147,PCM,05150637AA 68064933 FLASH,12 RAM 1500 4X4 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064933AF PROBADA,1,05.26.21,03.20.26,444.99,0,0,0,1,2,,MOPAR1,05150637AA
7148,PCM,05150637AA 68064935 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064935AF PROBADA,1,05.26.21,03.20.26,494.99,0,0,0,1,1,,MOPAR1,05150637AA
7149,PCM,05150637AA 68064936 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064936AF PROBADA,1,05.26.21,03.20.26,494.99,0,0,0,0,0,,MOPAR1,05150637AA
7151,PCM,05150637AA 68064938 FLASH,12 RAM 1500 4X4 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064938AH PROBADA,1,05.26.21,03.20.26,424.99,0,0,0,0,0,,MOPAR1,05150637AA
6400,PCM,05150637AA 68064939 FLASH,12 RAM 1500 4X4 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064939AH PROBADA,1,05.26.21,03.20.26,484.99,0,0,0,0,0,,MOPAR1,05150637AA
7152,PCM,05150637AA 68064940 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064940AH PROBADA,1,05.26.21,03.20.26,499.99,0,0,0,0,0,,MOPAR1,05150637AA
7153,PCM,05150637AA 68064941 FLASH,12 RAM 1500 4X2 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68064941AH PROBADA,1,05.26.21,03.20.26,494.99,0,0,0,0,0,,MOPAR1,05150637AA
7185,PCM,05150650AB 68111681 FLASH,12 JEEP GRAND CHEROKEE 3.6L 4X2 ECU ECM PCM ENGINE COMPUTER 68111681AG TESTED,3,11.03.20,03.20.26,234.99,0,0,0,0,5,,MOPAR1,05150650AA
5636,PCM,05150650AB 68111682 FLASH,12 JEEP GRAND CHEROKEE 3.6L 4X4 ECU ECM PCM ENGINE COMPUTER 68111682AG TESTED,3,11.03.20,03.20.26,234.99,0,1,2,4,5,,MOPAR1,05150650AA
4552,PCM,05150650AB 68111683 FLASH,12 JEEP GRAND CHEROKEE 3.6L AWD ECU ECM PCM ENGINE COMPUTER 68111683AG TESTED,3,08.21.20,03.20.26,245.99,0,0,0,1,3,,MOPAR1,05150650AA
7186,PCM,05150650AB 68111707 FLASH,12 DODGE DURANGO 3.6L 4X2 PCM ECM ECU ENGINE CONTROL COMPUTER 68111707AG TESTED,3,11.18.20,03.20.26,214.99,0,0,0,0,0,,MOPAR1,05150650AB
5643,PCM,05150650AB 68111708 FLASH,11 DODGE DURANGO 3.6L 4X4 PCM ECM ECU ENGINE CONTROL COMPUTER 68111708AG TESTED,3,11.04.20,03.20.26,245.99,0,0,0,1,2,,MOPAR1,05150650AA
7188,PCM,05150650AB 68111710 FLASH,12 DODGE DURANGO 3.6L AWD PCM ECM ECU ENGINE CONTROL COMPUTER 68111710AG TESTED,3,11.18.20,03.20.26,234.99,0,0,1,1,2,,MOPAR1,05150650AB
7193,PCM,05150650AB 68170408 FLASH,13 JEEP GRAND CHEROKEE 3.6L 4X2 ECU ECM PCM ENGINE COMPUTER 68170408AG TESTED,3,11.03.20,03.20.26,214.99,1,1,1,1,1,,MOPAR1,05150650AB
5682,PCM,05150650AB 68170409 FLASH,13 JEEP GRAND CHEROKEE 3.6L 4X4 ECU ECM PCM ENGINE COMPUTER 68170409AG TESTED,3,11.03.20,03.20.26,214.99,1,1,1,1,4,,MOPAR1,05150650AB
7194,PCM,05150650AB 68170410 FLASH,13 JEEP GRAND CHEROKEE 3.6L AWD ECU ECM PCM ENGINE COMPUTER 68170410AG TESTED,3,11.03.20,03.20.26,214.99,0,0,0,1,5,,MOPAR1,05150650AB
10120,PCM XXX,05150650AB 68170415 FLASH,12 GRAND CHEROKEE 3.6L 4X4 PCM ECM ECU ENGINE CONTROL COMPUTER 68170415AG TESTED,3,11.18.20,03.20.26,474.99,0,0,0,0,0,,MOPAR1,05150650AB
7195,PCM,05150650AB 68170442 FLASH,13 DODGE DURANGO 3.6L 4X2 PCM ECM ECU ENGINE CONTROL COMPUTER 68170442AG TESTED,3,11.18.20,03.20.26,219.99,1,2,2,2,2,,MOPAR1,05150650AB
5680,PCM,05150650AB 68170443 FLASH,13 DODGE DURANGO 3.6L PCM ECM ECU ENGINE CONTROL COMPUTER 68170443AG TESTED,3,11.18.20,03.20.26,214.99,1,1,1,1,1,,MOPAR1,05150650AB
7196,PCM,05150650AB 68170444 FLASH X,13 DODGE DURANGO 3.6L 4X2 PCM ECM ECU ENGINE CONTROL COMPUTER 68170444AG TESTED,3,11.18.20,03.20.26,214.99,0,0,0,0,0,,MOPAR1,05150650AB
6749,PCM,05150650AB 68170445 FLASH,13 GRAND CHEROKEE DURANGO 3.6L PCM ECM ECU ENGINE CONTROL COMPUTER 68170445AG OE,3,08.05.21,03.20.26,245.99,0,0,0,0,0,,MOPAR1,05150650AB
7197,PCM XXX,05150650AB 68193416 FLASH,12 JEEP GRAND CHEROKEE 3.6L ECU ECM PCM ENGINE COMPUTER 68193416AC TESTED,3,08.21.20,03.20.26,494.99,0,0,0,0,0,,MOPAR1,05150650AA
8886,PCM,05150679AC 68089628  FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089628AM PROBADA OEM,2,12.13.22,03.30.26,374.99,0,0,0,1,3,,MOPAR1,05150679AC
8887,PCM,05150679AC 68089629 FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089629AM PROBADA OEM,2,12.13.22,03.30.26,344.99,0,0,0,2,6,,MOPAR1,05150679AC
8890,PCM,05150679AC 68089634 FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089634AM PROBADA OEM,2,12.13.22,03.30.26,489.99,0,0,0,0,0,,MOPAR1,05150679AC
8891,PCM,05150679AC 68089635 FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089635AM PROBADA OEM,2,12.13.22,03.30.26,349.99,0,0,0,0,1,,MOPAR1,05150679AC
8892,PCM,05150679AC 68089638 FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089638AM PROBADA OEM,2,12.13.22,03.30.26,424.99,0,0,0,0,0,,MOPAR1,05150679AC
8893,PCM,05150679AC 68089639 FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089639AM PROBADA OEM,2,12.13.22,03.30.26,394.99,0,0,0,0,0,,MOPAR1,05150679AC
8895,PCM,05150679AC 68089646 FLASH,13 RAM 1500 5.7L AT ECU ECM PCM ENGINE CONTROL COMPUTER 68089646AM PROBADA OEM,2,12.13.22,03.30.26,394.99,0,1,1,1,1,,MOPAR1,05150679AC
